time,temperature_c,co2_ppm
2008-09-01,29.096891,383.41
2008-10-01,27.343058,383.22
2008-11-01,20.854557,384.41
2008-12-01,17.306936,385.79
2009-01-01,15.645803,387.17
2009-02-01,18.678633,387.7
2009-03-01,23.770004,389.04
2009-04-01,29.593151,389.76
2009-05-01,32.827484,390.36
2009-06-01,34.42317,389.7
2009-07-01,32.31629,388.24
2009-08-01,31.326298,386.29
2009-09-01,29.391808,384.95
2009-10-01,25.83149,384.64
2009-11-01,20.169495,386.23
2009-12-01,16.168106,387.63
2010-01-01,13.695626,388.91
2010-02-01,18.646114,390.41
2010-03-01,26.195791,391.37
2010-04-01,32.500324,392.67
2010-05-01,34.58554,393.21
2010-06-01,34.18134,392.38
2010-07-01,31.211308,390.41
2010-08-01,30.20704,388.54
2010-09-01,28.288876,387.03
2010-10-01,26.776884,387.43
2010-11-01,21.239607,388.87
2010-12-01,14.979073,389.99
2011-01-01,12.864749,391.5
2011-02-01,17.5823,392.05
2011-03-01,23.073616,392.8
2011-04-01,27.788517,393.44
2011-05-01,33.20319,394.41
2011-06-01,32.440895,393.95
2011-07-01,31.0495,392.72
2011-08-01,30.265787,390.33
2011-09-01,29.502659,389.28
2011-10-01,26.455462,389.19
2011-11-01,21.859243,390.48
2011-12-01,15.801959,392.06
2012-01-01,13.697534,393.31
2012-02-01,16.784111,394.04
2012-03-01,22.956915,394.59
2012-04-01,28.477201,396.38
2012-05-01,33.326416,396.93
2012-06-01,35.915512,395.91
2012-07-01,32.288002,394.56
2012-08-01,29.759499,392.59
2012-09-01,29.464521,391.32
2012-10-01,25.303125,391.27
2012-11-01,19.701006,393.2
2012-12-01,15.564157,394.57
2013-01-01,12.736973,395.78
2013-02-01,17.223743,397.03
2013-03-01,23.19765,397.66
2013-04-01,28.558939,398.64
2013-05-01,33.61677,400.02
2013-06-01,32.54882,398.81
2013-07-01,30.866714,397.51
2013-08-01,29.718988,395.39
2013-09-01,29.88671,393.72
2013-10-01,26.302284,393.9
2013-11-01,19.571003,395.36
2013-12-01,15.823206,397.03
2014-01-01,13.849314,398.04
2014-02-01,16.037176,398.27
2014-03-01,21.6195,399.91
2014-04-01,27.41789,401.51
2014-05-01,31.226353,401.96
2014-06-01,34.447945,401.43
2014-07-01,32.022007,399.27
2014-08-01,31.58396,397.18
2014-09-01,29.804766,395.54
2014-10-01,26.568518,396.16
2014-11-01,20.501524,397.4
2014-12-01,15.114036,399.08
2015-01-01,13.2079115,400.18
2015-02-01,19.121859,400.55
2015-03-01,21.6009,401.74
2015-04-01,27.643978,403.35
2015-05-01,33.186737,404.15
2015-06-01,32.15163,402.97
2015-07-01,30.10618,401.46
2015-08-01,30.676775,399.11
2015-09-01,30.829918,397.82
2015-10-01,27.27808,398.49
2015-11-01,21.54952,400.27
2015-12-01,15.9086485,402.06
2016-01-01,15.174685,402.73
2016-02-01,18.603077,404.25
2016-03-01,24.337164,405.06
2016-04-01,30.89605,407.6
2016-05-01,33.205696,407.9
2016-06-01,33.695312,406.99
2016-07-01,30.505165,404.59
2016-08-01,30.282093,402.45
2016-09-01,30.142107,401.23
2016-10-01,27.274864,401.79
2016-11-01,21.10278,403.72
2016-12-01,16.703573,404.64
2017-01-01,14.949021,406.36
2017-02-01,18.635754,406.66
2017-03-01,23.29219,407.54
2017-04-01,30.644865,409.22
2017-05-01,32.938007,409.89
2017-06-01,32.286278,409.08
2017-07-01,30.978025,407.33
2017-08-01,30.661781,405.32
2017-09-01,29.659706,403.57
2017-10-01,27.173445,403.82
2017-11-01,20.187809,405.31
2017-12-01,16.33968,407.0
2018-01-01,14.319118,408.15
2018-02-01,18.724361,408.52
2018-03-01,24.769094,409.59
2018-04-01,29.74737,410.45
2018-05-01,32.829716,411.44
2018-06-01,33.927246,410.99
2018-07-01,31.100441,408.9
2018-08-01,30.491634,407.16
2018-09-01,28.401886,405.71
2018-10-01,25.74146,406.19
2018-11-01,20.741053,408.21
2018-12-01,14.742349,409.27
2019-01-01,13.96986,411.03
2019-02-01,16.436329,411.96
2019-03-01,21.233213,412.18
2019-04-01,29.568068,413.54
2019-05-01,32.11788,414.86
2019-06-01,34.487263,414.15
2019-07-01,31.218977,411.96
2019-08-01,30.375628,410.17
2019-09-01,29.998953,408.76
2019-10-01,25.721968,408.74
2019-11-01,20.988514,410.47
2019-12-01,12.6792965,411.97
2020-01-01,13.352189,413.59
2020-02-01,16.820066,414.32
2020-03-01,21.456564,414.72
2020-04-01,27.684029,416.42
2020-05-01,31.071863,417.28
2020-06-01,32.551594,416.58
2020-07-01,31.198738,414.58
2020-08-01,30.459072,412.75
2020-09-01,30.99148,411.5
2020-10-01,25.950167,411.49
2020-11-01,19.00434,413.1
2020-12-01,14.935348,414.23
2021-01-01,13.20279,415.49
2021-02-01,19.060938,416.72
2021-03-01,24.983778,417.61
2021-04-01,28.589138,419.01
2021-05-01,30.17059,419.09
2021-06-01,31.976397,418.93
2021-07-01,31.370579,416.9
2021-08-01,30.827797,414.42
2021-09-01,29.361841,413.26
2021-10-01,26.804514,413.9
2021-11-01,20.04027,414.97
2021-12-01,15.496416,416.67
2022-01-01,13.227311,418.13
2022-02-01,17.343283,419.24
2022-03-01,25.55153,418.76
2022-04-01,31.821016,420.19
2022-05-01,33.27052,420.97
2022-06-01,33.94476,420.94
2022-07-01,31.10082,418.85
2022-08-01,30.411837,417.15
2022-09-01,29.284494,415.91
2022-10-01,24.795464,415.74
2022-11-01,20.64901,417.47
2022-12-01,15.505202,418.99
2023-01-01,13.401521,419.47
2023-02-01,19.918926,420.31
2023-03-01,23.651945,420.99
2023-04-01,27.825985,423.31
2023-05-01,29.94975,424.0
2023-06-01,31.537697,423.68
2023-07-01,30.54439,421.83
2023-08-01,31.13274,419.68
2023-09-01,30.399876,418.51
2023-10-01,26.037098,418.82
2023-11-01,20.647932,420.46
2023-12-01,16.416456,421.86
2024-01-01,11.959401,422.8
2024-02-01,16.88278,424.55
2024-03-01,22.465336,425.38
2024-04-01,29.210686,426.51
2024-05-01,34.29691,426.9
2024-06-01,35.55809,426.91
2024-07-01,31.51177,425.55
2024-08-01,29.656384,422.99
2024-09-01,28.85047,422.03
2024-10-01,27.795982,422.38
2024-11-01,21.705303,423.85
2024-12-01,15.126881,425.4
