City,r_temp_precip,p_value
Corpus Christi,-0.22713711599049963,7.195889938548256e-05
San Francisco,-0.033895840051770376,0.5586752613018033
New Delhi,-0.3829736307031123,6.453175872800096e-12
Chicago,0.03252143950108672,0.5747397615741799
New York,-0.019140892005693275,0.7412668316302434
Mumbai,-0.23010073912075338,5.747730862017348e-05
Columbus,0.06003748963348378,0.29998111131035854
