time,temperature_c,precipitation_mm,sea_level_pressure_hpa,relative_humidity_pct
2014-03-01,21.6195,24.35068,1013.0768,29.080645
2014-04-01,27.41789,11.394455,1007.6587,23.691668
2014-05-01,31.226353,55.633278,1002.65094,25.120968
2014-06-01,34.447945,41.5981,996.247,23.616667
2014-07-01,32.022007,106.3138,997.5745,48.41129
2014-08-01,31.58396,164.49037,1000.41516,69.870964
2014-09-01,29.804766,60.067493,1004.37335,73.5
2014-10-01,26.568518,4.7311773,1011.5871,48.669353
2014-11-01,20.501524,0.14462581,1013.8825,37.95
2014-12-01,15.114036,25.020655,1016.97986,37.814518
2015-01-01,13.2079115,24.658806,1018.46045,33.274193
2015-02-01,19.121859,5.2829547,1014.65265,29.1875
2015-03-01,21.6009,87.3259,1014.09515,37.362904
2015-04-01,27.643978,33.871662,1007.1583,29.141666
2015-05-01,33.186737,3.1337895,1001.6911,18.475807
2015-06-01,32.15163,67.37858,998.7183,31.216667
2015-07-01,30.10618,224.02783,998.82336,62.177418
2015-08-01,30.676775,186.3097,1001.8645,72.685486
2015-09-01,30.829918,23.015491,1005.49915,60.575
2015-10-01,27.27808,3.4673045,1011.2484,44.258064
2015-11-01,21.54952,1.982147,1013.82666,38.5
2015-12-01,15.9086485,0.19050649,1016.7379,31.459677
2016-01-01,15.174685,0.0,1016.59515,26.983871
2016-02-01,18.603077,1.2898384,1015.07416,27.991379
2016-03-01,24.337164,23.984589,1011.28143,30.217741
2016-04-01,30.89605,0.05194064,1004.56586,23.308332
2016-05-01,33.205696,33.831062,1000.19196,20.92742
2016-06-01,33.695312,47.026966,998.8308,35.108334
2016-07-01,30.505165,337.33456,998.6363,71.435486
2016-08-01,30.282093,189.47069,999.97095,86.895164
2016-09-01,30.142107,17.092943,1004.1775,79.566666
2016-10-01,27.274864,2.8377903,1008.4274,49.524193
2016-11-01,21.10278,0.0,1013.7867,33.575
2016-12-01,16.703573,0.0,1015.98627,26.669355
2017-01-01,14.949021,34.220036,1017.5371,34.41129
2017-02-01,18.635754,0.30890217,1015.33484,27.178572
2017-03-01,23.29219,13.316175,1010.0984,26.346775
2017-04-01,30.644865,20.207745,1003.74084,20.375
2017-05-01,32.938007,27.55886,1001.4452,22.798388
2017-06-01,32.286278,157.77641,998.49835,33.191666
2017-07-01,30.978025,160.23596,998.54034,73.5
2017-08-01,30.661781,164.24202,1000.5532,80.80645
2017-09-01,29.659706,101.24387,1004.7167,74.75
2017-10-01,27.173445,0.0,1008.26776,44.620968
2017-11-01,20.187809,0.40186357,1014.03,42.4
2017-12-01,16.33968,5.911793,1016.8597,36.08871
2018-01-01,14.319118,3.4065886,1014.94836,24.483871
2018-02-01,18.724361,1.3307151,1014.6848,27.982143
2018-03-01,24.769094,0.0,1009.7387,27.185484
2018-04-01,29.74737,13.936511,1005.18335,23.275
2018-05-01,32.829716,19.425701,1001.3693,19.185484
2018-06-01,33.927246,65.05359,996.3375,32.783333
2018-07-01,31.100441,330.3423,997.0129,61.387096
2018-08-01,30.491634,150.02281,999.39276,70.895164
2018-09-01,28.401886,205.05186,1005.2942,72.058334
2018-10-01,25.74146,0.568231,1011.1694,44.822582
2018-11-01,20.741053,4.607856,1014.2267,35.783333
2018-12-01,14.742349,1.0615776,1017.04034,33.44355
2019-01-01,13.96986,40.02047,1017.7734,36.975807
2019-02-01,16.436329,27.323214,1015.15894,30.383928
2019-03-01,21.233213,9.475,1012.0532,27.548388
2019-04-01,29.568068,11.155073,1005.77167,25.25
2019-05-01,32.11788,33.55644,1002.1573,21.637096
2019-06-01,34.487263,10.425927,997.73,24.858334
2019-07-01,31.218977,203.19548,997.05725,56.532257
2019-08-01,30.375628,158.4541,999.77985,90.548386
2019-09-01,29.998953,63.026726,1004.8625,90.34167
2019-10-01,25.721968,34.335102,1011.8306,60.096775
2019-11-01,20.988514,15.475621,1014.445,47.4
2019-12-01,12.6792965,27.849234,1018.1589,41.080647
2020-01-01,13.352189,36.52054,1017.5444,45.637096
2020-02-01,16.820066,18.852581,1016.7241,30.801723
2020-03-01,21.456564,70.68901,1012.31696,34.072582
2020-04-01,27.684029,14.788002,1008.2367,28.975
2020-05-01,31.071863,49.480583,1002.929,24.725807
2020-06-01,32.551594,53.86392,998.8383,29.966667
2020-07-01,31.198738,236.0641,999.2718,67.69355
2020-08-01,30.459072,256.13937,999.2016,93.201614
2020-09-01,30.99148,21.09333,1003.0308,74.566666
2020-10-01,25.950167,0.0,1007.475,41.14516
2020-11-01,19.00434,2.9983897,1015.07166,39.125
2020-12-01,14.935348,0.11936172,1015.4,30.161291
2021-01-01,13.20279,44.39417,1014.15485,37.35484
2021-02-01,19.060938,4.1886606,1013.01074,26.553572
2021-03-01,24.983778,1.8062837,1009.1,23.830645
2021-04-01,28.589138,3.580689,1006.2233,22.966667
2021-05-01,30.17059,133.3075,1002.429,31.524193
2021-06-01,31.976397,50.349648,998.25665,25.95
2021-07-01,31.370579,419.94614,997.6968,68.379036
2021-08-01,30.827797,241.82578,1000.19354,70.84677
2021-09-01,29.361841,236.2517,1003.1533,86.208336
2021-10-01,26.804514,83.75008,1007.90564,62.274193
2021-11-01,20.04027,0.0,1012.705,39.491665
2021-12-01,15.496416,7.4928865,1016.93304,36.04032
2022-01-01,13.227311,95.12366,1015.29675,41.153225
2022-02-01,17.343283,24.043592,1012.1866,27.464285
2022-03-01,25.55153,0.0,1008.1774,24.443548
2022-04-01,31.821016,0.64310324,1003.3075,18.791666
2022-05-01,33.27052,48.88722,998.5508,20.887096
2022-06-01,33.94476,99.54561,997.61,29.191668
2022-07-01,31.10082,186.43011,999.3847,87.67742
2022-08-01,30.411837,66.11831,1000.554,92.22581
2022-09-01,29.284494,204.37747,1003.35583,85.825
2022-10-01,24.795464,101.30046,1010.1008,64.370964
2022-11-01,20.64901,0.0,1013.55914,41.258335
2022-12-01,15.505202,0.0,1015.1484,34.48387
2023-01-01,13.401521,46.889427,1017.2,32.29032
2023-02-01,19.918926,0.0,1013.6277,25.142857
2023-03-01,23.651945,70.08896,1011.84033,23.975807
2023-04-01,27.825985,17.1549,1007.69666,23.4
2023-05-01,29.94975,88.49167,1004.7653,31.016129
2023-06-01,31.537697,131.65909,999.92834,46.075
2023-07-01,30.54439,282.4639,999.9734,89.854836
2023-08-01,31.13274,113.91881,1000.93146,87.19355
2023-09-01,30.399876,73.346405,1003.3983,88.916664
2023-10-01,26.037098,6.1655154,1010.7113,55.048386
2023-11-01,20.647932,9.951507,1015.03503,45.925
2023-12-01,16.416456,0.082130715,1016.85645,40.66129
2024-01-01,11.959401,18.322453,1017.2734,33.572582
2024-02-01,16.88278,8.559644,1015.9888,27.275862
2024-03-01,22.465336,12.858741,1011.8097,26.548388
2024-04-01,29.210686,12.1349945,1006.1458,19.891666
2024-05-01,34.29691,0.27404284,1000.53467,18.07258
2024-06-01,35.55809,132.1969,997.8467,41.45
2024-07-01,31.51177,230.68353,996.87823,90.83871
2024-08-01,29.656384,251.95683,1001.5887,92.47581
2024-09-01,28.85047,198.20187,1003.275,91.316666
2024-10-01,27.795982,0.0,1009.08307,69.395164
2024-11-01,21.705303,0.0,1013.5858,40.233334
2024-12-01,15.126881,44.248787,1015.5879,46.596775
