time,temp_c
2009-02-01,18.765636
2009-03-01,19.412523
2009-04-01,23.792255
2009-05-01,27.035458
2009-06-01,29.590965
2009-07-01,30.850636
2009-08-01,30.803953
2009-09-01,27.615814
2009-10-01,24.3741
2009-11-01,18.579493
2009-12-01,11.72382
2010-01-01,12.44665
2010-02-01,12.402888
2010-03-01,17.631397
2010-04-01,22.552853
2010-05-01,26.71035
2010-06-01,29.19326
2010-07-01,29.343697
2010-08-01,30.362158
2010-09-01,27.73588
2010-10-01,23.230442
2010-11-01,18.67764
2010-12-01,15.681485
2011-01-01,13.143124
2011-02-01,14.776382
2011-03-01,20.648073
2011-04-01,25.072594
2011-05-01,26.334866
2011-06-01,29.109266
2011-07-01,30.10984
2011-08-01,31.00801
2011-09-01,29.01574
2011-10-01,23.94407
2011-11-01,19.806583
2011-12-01,15.246043
2012-01-01,16.745743
2012-02-01,17.148996
2012-03-01,22.065607
2012-04-01,24.941029
2012-05-01,26.661474
2012-06-01,29.497335
2012-07-01,29.752607
2012-08-01,30.740822
2012-09-01,28.399387
2012-10-01,25.115004
2012-11-01,20.689842
2012-12-01,18.24166
2013-01-01,15.415453
2013-02-01,18.047964
2013-03-01,19.372458
2013-04-01,22.062565
2013-05-01,26.184101
2013-06-01,30.070194
2013-07-01,29.772816
2013-08-01,30.14109
2013-09-01,28.764622
2013-10-01,25.157469
2013-11-01,17.65801
2013-12-01,13.396271
2014-01-01,13.272623
2014-02-01,14.905181
2014-03-01,17.080322
2014-04-01,22.963228
2014-05-01,24.781998
2014-06-01,29.503145
2014-07-01,29.44779
2014-08-01,30.253025
2014-09-01,27.933868
2014-10-01,25.23728
2014-11-01,16.608807
2014-12-01,16.644482
2015-01-01,11.526877
2015-02-01,14.296385
2015-03-01,17.647337
2015-04-01,23.55535
2015-05-01,26.493038
2015-06-01,28.47368
2015-07-01,29.845964
2015-08-01,29.804379
2015-09-01,28.257881
2015-10-01,25.003134
2015-11-01,19.896425
2015-12-01,17.33583
2016-01-01,13.653065
2016-02-01,17.562502
2016-03-01,21.653322
2016-04-01,23.850786
2016-05-01,26.41875
2016-06-01,28.65196
2016-07-01,30.333292
2016-08-01,29.876953
2016-09-01,29.347118
2016-10-01,26.199678
2016-11-01,22.19161
2016-12-01,17.187702
2017-01-01,17.216492
2017-02-01,21.218292
2017-03-01,21.858572
2017-04-01,24.006504
2017-05-01,25.910597
2017-06-01,28.881403
2017-07-01,29.28519
2017-08-01,29.356375
2017-09-01,27.570887
2017-10-01,23.454594
2017-11-01,21.256872
2017-12-01,13.871391
2018-01-01,11.957056
2018-02-01,18.391317
2018-03-01,21.43466
2018-04-01,21.512949
2018-05-01,26.758871
2018-06-01,28.972918
2018-07-01,28.687101
2018-08-01,29.591265
2018-09-01,27.65871
2018-10-01,23.12253
2018-11-01,17.123863
2018-12-01,15.517455
2019-01-01,14.254622
2019-02-01,16.863028
2019-03-01,18.201565
2019-04-01,22.45292
2019-05-01,26.807724
2019-06-01,29.437798
2019-07-01,29.775246
2019-08-01,30.741493
2019-09-01,29.963198
2019-10-01,25.004957
2019-11-01,17.708897
2019-12-01,16.490744
2020-01-01,17.51986
2020-02-01,16.316444
2020-03-01,23.41398
2020-04-01,23.979614
2020-05-01,26.69315
2020-06-01,27.818012
2020-07-01,29.844349
2020-08-01,30.193941
2020-09-01,27.605438
2020-10-01,23.687122
2020-11-01,21.402147
2020-12-01,15.104408
2021-01-01,15.20687
2021-02-01,13.044566
2021-03-01,20.002413
2021-04-01,22.505642
2021-05-01,25.400963
2021-06-01,28.534185
2021-07-01,28.796698
2021-08-01,29.792284
2021-09-01,28.125685
2021-10-01,25.216608
2021-11-01,19.13726
2021-12-01,20.8551
2022-01-01,13.598574
2022-02-01,12.500223
2022-03-01,18.268414
2022-04-01,25.15669
2022-05-01,28.035648
2022-06-01,29.44929
2022-07-01,30.329594
2022-08-01,30.049261
2022-09-01,28.56466
2022-10-01,23.97426
2022-11-01,17.316801
2022-12-01,15.727561
2023-01-01,17.08215
2023-02-01,17.913275
2023-03-01,22.002829
2023-04-01,22.559546
2023-05-01,26.570683
2023-06-01,30.364841
2023-07-01,31.02002
2023-08-01,31.541647
2023-09-01,30.308382
2023-10-01,24.44395
2023-11-01,18.72031
2023-12-01,17.010263
2024-01-01,13.516013
2024-02-01,18.199476
2024-03-01,21.35654
2024-04-01,24.378824
2024-05-01,28.274387
2024-06-01,30.82895
2024-07-01,29.793205
2024-08-01,30.45064
2024-09-01,28.993124
2024-10-01,26.062859
2024-11-01,22.559843
2024-12-01,18.74906
