time,rhum_percent
2021-05-01,74.8871
2021-06-01,75.875
2021-07-01,71.33064
2021-08-01,72.67742
2021-09-01,76.958336
2021-10-01,77.3871
2021-11-01,84.208336
2021-12-01,85.064514
2022-01-01,80.048386
2022-02-01,74.125
2022-03-01,80.58064
2022-04-01,78.725
2022-05-01,77.73387
2022-06-01,76.7
2022-07-01,80.104836
2022-08-01,79.02419
2022-09-01,75.65
2022-10-01,77.52419
2022-11-01,70.558334
2022-12-01,82.508064
2023-01-01,76.798386
2023-02-01,74.96429
2023-03-01,79.451614
2023-04-01,78.13333
2023-05-01,83.26613
2023-06-01,79.225
2023-07-01,73.46774
2023-08-01,75.854836
2023-09-01,80.75833
2023-10-01,77.064514
2023-11-01,74.75833
2023-12-01,83.41129
2024-01-01,85.1129
2024-02-01,83.61207
2024-03-01,81.395164
2024-04-01,80.11667
2024-05-01,75.72581
2024-06-01,69.066666
2024-07-01,69.34677
2024-08-01,75.01613
2024-09-01,75.183334
2024-10-01,71.395164
2024-11-01,80.316666
2024-12-01,85.951614
