time,slp_hpa
2009-08-01,1015.06
2009-09-01,1018.8287
2009-10-01,1014.7545
2009-11-01,1018.6637
2009-12-01,1017.15515
2010-01-01,1019.8642
2010-02-01,1017.54535
2010-03-01,1015.78516
2010-04-01,1012.975
2010-05-01,1014.70966
2010-06-01,1012.24097
2010-07-01,1013.8771
2010-08-01,1013.62805
2010-09-01,1013.98535
2010-10-01,1014.4352
2010-11-01,1016.77765
2010-12-01,1018.44775
2011-01-01,1017.2826
2011-02-01,1016.50854
2011-03-01,1019.629
2011-04-01,1009.65967
2011-05-01,1012.3113
2011-06-01,1011.96
2011-07-01,1013.0274
2011-08-01,1012.18
2011-09-01,1015.0677
2011-10-01,1015.1184
2011-11-01,1015.20764
2011-12-01,1019.4839
2012-01-01,1014.5687
2012-02-01,1018.3555
2012-03-01,1014.6858
2012-04-01,1015.589
2012-05-01,1014.14325
2012-06-01,1012.9633
2012-07-01,1013.5278
2012-08-01,1014.38873
2012-09-01,1015.75464
2012-10-01,1013.44293
2012-11-01,1021.121
2012-12-01,1015.26874
2013-01-01,1019.04803
2013-02-01,1015.52356
2013-03-01,1017.7429
2013-04-01,1015.20935
2013-05-01,1014.5706
2013-06-01,1012.57733
2013-07-01,1016.0923
2013-08-01,1016.5374
2013-09-01,1015.866
2013-10-01,1015.369
2013-11-01,1020.2887
2013-12-01,1018.71356
2014-01-01,1015.6252
2014-02-01,1018.93463
2014-03-01,1018.1797
2014-04-01,1013.255
2014-05-01,1014.539
2014-06-01,1012.9553
2014-07-01,1014.52936
2014-08-01,1014.93835
2014-09-01,1018.02234
2014-10-01,1012.3076
2014-11-01,1016.38165
2014-12-01,1021.571
2015-01-01,1020.86127
2015-02-01,1021.9375
2015-03-01,1020.9185
2015-04-01,1013.9175
2015-05-01,1017.41614
2015-06-01,1013.4733
2015-07-01,1012.9468
2015-08-01,1014.32336
2015-09-01,1016.8458
2015-10-01,1017.6355
2015-11-01,1017.97833
2015-12-01,1014.20325
2016-01-01,1016.729
2016-02-01,1016.1586
2016-03-01,1014.121
2016-04-01,1016.06165
2016-05-01,1014.83307
2016-06-01,1013.51416
2016-07-01,1013.8847
2016-08-01,1015.1855
2016-09-01,1016.6592
2016-10-01,1017.88226
2016-11-01,1017.6408
2016-12-01,1019.5742
2017-01-01,1015.50726
2017-02-01,1013.5589
2017-03-01,1020.37177
2017-04-01,1013.72253
2017-05-01,1010.67664
2017-06-01,1011.4117
2017-07-01,1014.72015
2017-08-01,1015.5702
2017-09-01,1016.92834
2017-10-01,1014.7064
2017-11-01,1018.3433
2017-12-01,1019.004
2018-01-01,1022.0444
2018-02-01,1021.4991
2018-03-01,1019.1145
2018-04-01,1016.8725
2018-05-01,1013.50323
2018-06-01,1012.4325
2018-07-01,1016.4605
2018-08-01,1014.504
2018-09-01,1018.11914
2018-10-01,1016.6621
2018-11-01,1018.28
2018-12-01,1017.8766
2019-01-01,1019.52905
2019-02-01,1019.01605
2019-03-01,1020.17096
2019-04-01,1013.94666
2019-05-01,1013.13306
2019-06-01,1012.7883
2019-07-01,1014.31696
2019-08-01,1014.1347
2019-09-01,1016.13086
2019-10-01,1015.0758
2019-11-01,1018.3883
2019-12-01,1015.6153
2020-01-01,1019.1532
2020-02-01,1019.05176
2020-03-01,1018.2242
2020-04-01,1013.0783
2020-05-01,1015.6895
2020-06-01,1014.18335
2020-07-01,1013.45886
2020-08-01,1013.775
2020-09-01,1016.12335
2020-10-01,1017.3871
2020-11-01,1018.7208
2020-12-01,1017.08307
2021-01-01,1018.9395
2021-02-01,1022.1
2021-03-01,1020.46857
2021-04-01,1014.00665
2021-05-01,1019.77014
2021-06-01,1013.25165
2021-07-01,1016.00726
2021-08-01,1015.69354
2021-09-01,1014.54083
2021-10-01,1013.8589
2021-11-01,1018.8675
2021-12-01,1014.6032
2022-01-01,1020.8766
2022-02-01,1020.84283
2022-03-01,1015.3
2022-04-01,1014.43915
2022-05-01,1013.2863
2022-06-01,1014.2367
2022-07-01,1013.86615
2022-08-01,1015.5065
2022-09-01,1016.8675
2022-10-01,1016.4774
2022-11-01,1018.365
2022-12-01,1018.4121
2023-01-01,1016.11694
2023-02-01,1016.34644
2023-03-01,1017.5653
2023-04-01,1014.1525
2023-05-01,1017.13385
2023-06-01,1011.80585
2023-07-01,1012.65643
2023-08-01,1013.91046
2023-09-01,1017.4225
2023-10-01,1015.0274
2023-11-01,1019.2583
2023-12-01,1017.9895
2024-01-01,1017.69434
2024-02-01,1015.29395
2024-03-01,1015.1871
2024-04-01,1012.6475
2024-05-01,1011.004
2024-06-01,1012.385
2024-07-01,1015.4831
2024-08-01,1016.74677
2024-09-01,1017.0367
2024-10-01,1019.7282
2024-11-01,1016.0783
2024-12-01,1020.40564
