time,rhum_percent
2015-02-01,75.74107
2015-03-01,81.3871
2015-04-01,81.84167
2015-05-01,82.1371
2015-06-01,76.28333
2015-07-01,69.05645
2015-08-01,69.66129
2015-09-01,75.816666
2015-10-01,71.6129
2015-11-01,78.10833
2015-12-01,71.75
2016-01-01,72.32258
2016-02-01,61.00862
2016-03-01,75.26613
2016-04-01,73.95
2016-05-01,78.41129
2016-06-01,77.84167
2016-07-01,66.91129
2016-08-01,71.44355
2016-09-01,73.075
2016-10-01,66.59677
2016-11-01,74.316666
2016-12-01,83.620964
2017-01-01,70.58871
2017-02-01,73.34821
2017-03-01,76.258064
2017-04-01,67.23333
2017-05-01,71.48387
2017-06-01,70.90833
2017-07-01,64.935486
2017-08-01,69.53226
2017-09-01,69.458336
2017-10-01,66.73387
2017-11-01,71.49167
2017-12-01,78.29032
2018-01-01,63.89516
2018-02-01,90.125
2018-03-01,69.935486
2018-04-01,64.425
2018-05-01,65.97581
2018-06-01,74.166664
2018-07-01,65.92742
2018-08-01,66.40323
2018-09-01,84.058334
2018-10-01,84.854836
2018-11-01,77.975
2018-12-01,70.854836
2019-01-01,74.97581
2019-02-01,83.61607
2019-03-01,75.354836
2019-04-01,70.083336
2019-05-01,81.71774
2019-06-01,77.53333
2019-07-01,67.354836
2019-08-01,68.451614
2019-09-01,76.791664
2019-10-01,76.41129
2019-11-01,78.25
2019-12-01,67.51613
2020-01-01,73.8629
2020-02-01,72.93104
2020-03-01,79.09677
2020-04-01,76.475
2020-05-01,77.6371
2020-06-01,73.9
2020-07-01,72.79032
2020-08-01,68.98387
2020-09-01,78.166664
2020-10-01,70.435486
2020-11-01,71.425
2020-12-01,64.55645
2021-01-01,73.01613
2021-02-01,81.32143
2021-03-01,72.55645
2021-04-01,74.958336
2021-05-01,80.28226
2021-06-01,75.808334
2021-07-01,77.991936
2021-08-01,74.78226
2021-09-01,72.39167
2021-10-01,71.3871
2021-11-01,75.125
2021-12-01,83.354836
2022-01-01,73.55645
2022-02-01,80.49107
2022-03-01,72.120964
2022-04-01,79.34167
2022-05-01,79.05645
2022-06-01,71.083336
2022-07-01,69.83064
2022-08-01,76.40323
2022-09-01,76.98333
2022-10-01,67.02419
2022-11-01,86.15
2022-12-01,78.758064
2023-01-01,77.201614
2023-02-01,79.38393
2023-03-01,77.78226
2023-04-01,83.441666
2023-05-01,79.82258
2023-06-01,71.48333
2023-07-01,70.564514
2023-08-01,64.59677
2023-09-01,68.275
2023-10-01,75.27419
2023-11-01,78.916664
2023-12-01,73.298386
2024-01-01,73.951614
2024-02-01,75.01724
2024-03-01,77.548386
2024-04-01,73.50833
2024-05-01,82.25
2024-06-01,74.916664
2024-07-01,77.08871
2024-08-01,69.66129
2024-09-01,77.808334
2024-10-01,70.98387
2024-11-01,69.39167
2024-12-01,79.55645
