time,temperature_c,precipitation_mm,sea_level_pressure_hpa,relative_humidity_pct
2009-05-01,15.770285,115.191895,1015.11096,71.645164
2009-06-01,20.178873,128.63248,1011.53235,76.34167
2009-07-01,21.158916,61.875305,1013.62744,72.96774
2009-08-01,21.53407,122.405106,1015.06,77.379036
2009-09-01,18.53259,24.879831,1018.8287,70.675
2009-10-01,9.708025,192.23051,1014.7545,80.79032
2009-11-01,7.7895794,36.754345,1018.6637,76.00833
2009-12-01,-2.3984587,74.15139,1017.15515,80.145164
2010-01-01,-5.1990166,24.388365,1019.8642,84.08064
2010-02-01,-2.6010892,38.719265,1017.54535,82.54464
2010-03-01,5.6630588,36.28743,1015.78516,79.685486
2010-04-01,12.990411,74.55208,1012.975,74.75
2010-05-01,16.79859,128.4832,1014.70966,79.120964
2010-06-01,21.990095,214.4819,1012.24097,83.96667
2010-07-01,25.423632,209.13487,1013.8771,80.854836
2010-08-01,24.838097,85.11614,1013.62805,77.98387
2010-09-01,18.724194,61.831676,1013.98535,72.316666
2010-10-01,13.357035,45.612263,1014.4352,64.52419
2010-11-01,5.8196306,58.82823,1016.77765,77.8
2010-12-01,-4.5324707,47.402218,1018.44775,88.798386
2011-01-01,-5.4964786,37.982834,1017.2826,84.6371
2011-02-01,-2.5516517,83.46945,1016.50854,82.875
2011-03-01,3.142818,57.325848,1019.629,84.935486
2011-04-01,9.385608,134.70782,1009.65967,82.71667
2011-05-01,15.062248,142.33559,1012.3113,82.620964
2011-06-01,21.28648,148.77852,1011.96,79.75
2011-07-01,26.23186,145.37079,1013.0274,74.758064
2011-08-01,23.241796,88.6525,1012.18,71.16936
2011-09-01,16.928907,93.237885,1015.0677,75.65833
2011-10-01,12.58155,62.92935,1015.1184,69.620964
2011-11-01,7.3317337,87.551285,1015.20764,80.583336
2011-12-01,1.9773806,61.906002,1019.4839,80.92742
2012-01-01,-0.8348895,50.00894,1014.5687,79.25
2012-02-01,0.51197076,36.82095,1018.3555,79.155174
2012-03-01,11.972223,59.51607,1014.6858,82.3871
2012-04-01,10.301305,47.283722,1015.589,73.98333
2012-05-01,18.293736,79.00891,1014.14325,73.34677
2012-06-01,22.744617,63.101334,1012.9633,63.591667
2012-07-01,27.131071,86.03665,1013.5278,70.72581
2012-08-01,22.933664,127.282364,1014.38873,64.120964
2012-09-01,17.998022,40.823135,1015.75464,65.65833
2012-10-01,11.161257,80.72798,1013.44293,74.16936
2012-11-01,5.0525346,25.242844,1021.121,74.275
2012-12-01,2.6874838,51.83504,1015.26874,82.895164
2013-01-01,-2.6338048,79.029305,1019.04803,71.58064
2013-02-01,-2.632225,56.77572,1015.52356,76.79464
2013-03-01,0.6115155,34.63621,1017.7429,70.76613
2013-04-01,8.576242,213.15642,1015.20935,74.35
2013-05-01,16.43178,133.74966,1014.5706,75.84677
2013-06-01,20.391174,104.111374,1012.57733,82.71667
2013-07-01,22.965042,40.74479,1016.0923,78.241936
2013-08-01,22.67985,52.574,1016.5374,68.870964
2013-09-01,19.605232,74.105156,1015.866,69.15
2013-10-01,12.003716,116.80873,1015.369,71.69355
2013-11-01,3.3471606,107.259224,1020.2887,78.475
2013-12-01,-4.3043604,30.260683,1018.71356,79.28226
2014-01-01,-8.479592,62.413822,1015.6252,73.6371
2014-02-01,-7.9312935,46.54828,1018.93463,71.25
2014-03-01,-0.0638416,34.624973,1018.1797,76.645164
2014-04-01,9.506042,78.50845,1013.255,76.691666
2014-05-01,16.261572,120.28614,1014.539,78.620964
2014-06-01,21.861946,162.84457,1012.9553,80.78333
2014-07-01,21.444153,138.4461,1014.52936,73.814514
2014-08-01,23.205408,194.86111,1014.93835,80.59677
2014-09-01,17.987093,70.03045,1018.02234,71.13333
2014-10-01,11.734349,77.073456,1012.3076,73.23387
2014-11-01,1.7292892,38.96382,1016.38165,78.25
2014-12-01,0.8091875,21.410173,1021.571,84.33064
2015-01-01,-4.600681,25.79005,1020.86127,78.935486
2015-02-01,-8.633194,24.849272,1021.9375,77.36607
2015-03-01,2.4162726,17.801273,1020.9185,72.951614
2015-04-01,10.299884,76.51188,1013.9175,68.933334
2015-05-01,16.48136,107.00595,1017.41614,79.41936
2015-06-01,20.184872,181.71591,1013.4733,81.433334
2015-07-01,22.808125,64.3485,1012.9468,70.370964
2015-08-01,22.318277,95.70525,1014.32336,66.42742
2015-09-01,20.940449,117.66803,1016.8458,74.1
2015-10-01,12.899405,25.902946,1017.6355,66.19355
2015-11-01,7.6989136,112.01788,1017.97833,76.35
2015-12-01,4.594491,139.36044,1014.20325,84.25
2016-01-01,-3.125008,20.232061,1016.729,77.895164
2016-02-01,-0.27783307,32.579082,1016.1586,79.32758
2016-03-01,6.919725,79.29524,1014.121,79.21774
2016-04-01,9.360623,55.97077,1016.06165,76.53333
2016-05-01,15.748899,137.50096,1014.83307,72.16129
2016-06-01,22.281145,73.237785,1013.51416,69.98333
2016-07-01,24.24344,181.43414,1013.8847,76.508064
2016-08-01,24.546272,150.77576,1015.1855,75.814514
2016-09-01,21.32394,44.599827,1016.6592,73.791664
2016-10-01,14.305516,94.87424,1017.88226,76.77419
2016-11-01,8.5355835,53.205246,1017.6408,74.34167
2016-12-01,-3.2011464,32.350033,1019.5742,75.15323
2017-01-01,-1.1570045,73.36207,1015.50726,80.59677
2017-02-01,3.7657554,28.829535,1013.5589,73.26786
2017-03-01,4.1290646,146.55614,1020.37177,73.33064
2017-04-01,12.0933695,127.34003,1013.72253,74.35
2017-05-01,14.397505,119.08781,1010.67664,72.548386
2017-06-01,22.378399,62.43215,1011.4117,71.34167
2017-07-01,23.474936,129.71169,1014.72015,74.1129
2017-08-01,21.905455,49.927437,1015.5702,66.870964
