time,precip_mm
2020-01-01,36.52054
2020-02-01,18.852581
2020-03-01,70.68901
2020-04-01,14.788002
2020-05-01,49.480583
2020-06-01,53.86392
2020-07-01,236.0641
2020-08-01,256.13937
2020-09-01,21.09333
2020-10-01,0.0
2020-11-01,2.9983897
2020-12-01,0.11936172
2021-01-01,44.39417
2021-02-01,4.1886606
2021-03-01,1.8062837
2021-04-01,3.580689
2021-05-01,133.3075
2021-06-01,50.349648
2021-07-01,419.94614
2021-08-01,241.82578
2021-09-01,236.2517
2021-10-01,83.75008
2021-11-01,0.0
2021-12-01,7.4928865
2022-01-01,95.12366
2022-02-01,24.043592
2022-03-01,0.0
2022-04-01,0.64310324
2022-05-01,48.88722
2022-06-01,99.54561
2022-07-01,186.43011
2022-08-01,66.11831
2022-09-01,204.37747
2022-10-01,101.30046
2022-11-01,0.0
2022-12-01,0.0
2023-01-01,46.889427
2023-02-01,0.0
2023-03-01,70.08896
2023-04-01,17.1549
2023-05-01,88.49167
2023-06-01,131.65909
2023-07-01,282.4639
2023-08-01,113.91881
2023-09-01,73.346405
2023-10-01,6.1655154
2023-11-01,9.951507
2023-12-01,0.082130715
2024-01-01,18.322453
2024-02-01,8.559644
2024-03-01,12.858741
2024-04-01,12.1349945
2024-05-01,0.27404284
2024-06-01,132.1969
2024-07-01,230.68353
2024-08-01,251.95683
2024-09-01,198.20187
2024-10-01,0.0
2024-11-01,0.0
2024-12-01,44.248787
