time,precip_mm
2022-11-01,41.672005
2022-12-01,191.80238
2023-01-01,339.84335
2023-02-01,81.72665
2023-03-01,224.30542
2023-04-01,5.161536
2023-05-01,25.733349
2023-06-01,0.116827495
2023-07-01,0.0
2023-08-01,0.25412673
2023-09-01,1.468101
2023-10-01,7.007207
2023-11-01,36.053223
2023-12-01,111.465385
2024-01-01,133.32674
2024-02-01,161.65901
2024-03-01,99.403496
2024-04-01,33.640995
2024-05-01,26.36416
2024-06-01,0.0
2024-07-01,0.040279936
2024-08-01,1.3809655
2024-09-01,0.0
2024-10-01,3.26129
2024-11-01,92.87027
2024-12-01,137.69485
