time,temperature_c,co2_ppm
2006-12-01,26.85,382.02
2007-01-01,25.7,383.1
2007-02-01,26.12,384.12
2007-03-01,28.05,384.81
2007-04-01,29.77,386.73
2007-05-01,31.21,386.78
2007-06-01,30.54,386.33
2007-07-01,29.22,384.73
2007-08-01,28.57,382.24
2007-09-01,28.63,381.2
2007-10-01,29.29,381.37
2007-11-01,28.3,382.7
2007-12-01,26.78,384.19
2008-01-01,24.07,385.78
2008-02-01,23.74,386.06
2008-03-01,27.36,386.28
2008-04-01,29.17,387.33
2008-05-01,30.77,388.78
2008-06-01,29.66,387.99
2008-07-01,28.85,386.61
2008-08-01,28.1,384.32
2008-09-01,28.25,383.41
2008-10-01,29.4,383.22
2008-11-01,28.56,384.41
2008-12-01,27.37,385.79
2009-01-01,26.04,387.17
2009-02-01,26.27,387.7
2009-03-01,28.18,389.04
2009-04-01,30.31,389.76
2009-05-01,31.06,390.36
2009-06-01,31.24,389.7
2009-07-01,28.59,388.24
2009-08-01,29.25,386.29
2009-09-01,29.31,384.95
2009-10-01,29.13,384.64
2009-11-01,28.53,386.23
2009-12-01,26.94,387.63
2010-01-01,26.2,388.91
2010-02-01,26.21,390.41
2010-03-01,28.46,391.37
2010-04-01,30.42,392.67
2010-05-01,32.11,393.21
2010-06-01,30.45,392.38
2010-07-01,28.73,390.41
2010-08-01,28.75,388.54
2010-09-01,28.79,387.03
2010-10-01,29.75,387.43
2010-11-01,29.41,388.87
2010-12-01,25.35,389.99
2011-01-01,24.4271,391.5
2011-02-01,25.5624,392.05
2011-03-01,28.0207,392.8
2011-04-01,28.925,393.44
2011-05-01,30.8814,394.41
2011-06-01,29.6205,393.95
2011-07-01,28.4976,392.72
2011-08-01,28.3556,390.33
2011-09-01,28.3914,389.28
2011-10-01,29.7629,389.19
2011-11-01,29.315,390.48
2011-12-01,26.7769,392.06
2012-01-01,23.6559,393.31
2012-02-01,25.1378,394.04
2012-03-01,26.4814,394.59
2012-04-01,29.4681,396.38
2012-05-01,30.5013,396.93
2012-06-01,30.495,395.91
2012-07-01,29.1805,394.56
2012-08-01,28.6189,392.59
2012-09-01,28.4075,391.32
2012-10-01,29.5651,391.27
2012-11-01,27.7862,393.2
2012-12-01,26.9825,394.57
2013-01-01,24.375,395.78
2013-02-01,25.8612,397.03
2013-03-01,27.4641,397.66
2013-04-01,28.6966,398.64
2013-05-01,31.0247,400.02
2013-06-01,28.9016,398.81
2013-07-01,27.6199,397.51
2013-08-01,28.1192,395.39
2013-09-01,28.5875,393.72
2013-10-01,29.424,393.9
2013-11-01,28.5448,395.36
2013-12-01,26.0212,397.03
2014-01-01,24.5585,398.04
2014-02-01,24.4997,398.27
2014-03-01,26.9593,399.91
2014-04-01,28.9494,401.51
2014-05-01,30.5455,401.96
2014-06-01,31.3051,401.43
2014-07-01,28.4982,399.27
2014-08-01,28.3604,397.18
2014-09-01,28.3717,395.54
2014-10-01,29.6662,396.16
2014-11-01,28.8964,397.4
2014-12-01,25.1921,399.08
2015-01-01,23.924,400.18
2015-02-01,25.4741,400.55
2015-03-01,27.0439,401.74
2015-04-01,28.5801,403.35
2015-05-01,31.4402,404.15
2015-06-01,29.5108,402.97
2015-07-01,29.349,401.46
2015-08-01,28.5797,399.11
2015-09-01,28.5132,397.82
2015-10-01,30.3171,398.49
2015-11-01,29.29,400.27
2015-12-01,26.1019,402.06
2016-01-01,24.4371,402.73
2016-02-01,25.7885,404.25
2016-03-01,27.9884,405.06
2016-04-01,29.5097,407.6
2016-05-01,31.2569,407.9
2016-06-01,30.4324,406.99
2016-07-01,27.8991,404.59
2016-08-01,27.9944,402.45
2016-09-01,27.5865,401.23
2016-10-01,28.0426,401.79
2016-11-01,26.5876,403.72
2016-12-01,26.5483,404.64
2017-01-01,24.2646,406.36
2017-02-01,26.0619,406.66
2017-03-01,27.3012,407.54
2017-04-01,29.2728,409.22
2017-05-01,31.2274,409.89
2017-06-01,29.7458,409.08
2017-07-01,28.4543,407.33
2017-08-01,28.3183,405.32
2017-09-01,28.7453,403.57
2017-10-01,29.5919,403.82
2017-11-01,27.2054,405.31
2017-12-01,25.7687,407.0
2018-01-01,24.6736,408.15
2018-02-01,25.8896,408.52
2018-03-01,28.0273,409.59
2018-04-01,29.412,410.45
2018-05-01,31.301,411.44
2018-06-01,29.7634,410.99
2018-07-01,27.8582,408.9
2018-08-01,27.7834,407.16
2018-09-01,28.2967,405.71
2018-10-01,30.1558,406.19
2018-11-01,28.9533,408.21
2018-12-01,25.6483,409.27
2019-01-01,24.0883,411.03
2019-02-01,24.9949,411.96
2019-03-01,26.9573,412.18
2019-04-01,29.7349,413.54
2019-05-01,30.6054,414.86
2019-06-01,30.7646,414.15
2019-07-01,28.6095,411.96
2019-08-01,28.0447,410.17
2019-09-01,27.8215,408.76
2019-10-01,28.7567,408.74
2019-11-01,28.4762,410.47
2019-12-01,26.9463,411.97
2020-01-01,24.2894,413.59
2020-02-01,25.9747,414.32
2020-03-01,26.5533,414.72
2020-04-01,29.7258,416.42
2020-05-01,31.4705,417.28
2020-06-01,29.3447,416.58
2020-07-01,28.8881,414.58
2020-08-01,27.8786,412.75
2020-09-01,28.812,411.5
2020-10-01,29.3794,411.49
2020-11-01,28.1454,413.1
2020-12-01,26.2546,414.23
2021-01-01,25.8533,415.49
2021-02-01,25.8764,416.72
2021-03-01,28.2994,417.61
2021-04-01,29.3975,419.01
2021-05-01,30.263,419.09
2021-06-01,29.018,418.93
2021-07-01,28.7541,416.9
2021-08-01,28.1078,414.42
2021-09-01,27.7868,413.26
2021-10-01,28.9633,413.9
2021-11-01,29.0545,414.97
2021-12-01,25.6417,416.67
2022-01-01,23.8334,418.13
2022-02-01,24.8625,419.24
2022-03-01,28.8039,418.76
2022-04-01,30.1431,420.19
2022-05-01,30.9128,420.97
2022-06-01,30.0869,420.94
2022-07-01,27.7635,418.85
2022-08-01,28.1538,417.15
2022-09-01,28.1024,415.91
2022-10-01,28.2414,415.74
2022-11-01,27.3045,417.47
2022-12-01,27.1583,418.99
2023-01-01,24.192,419.47
2023-02-01,26.1965,420.31
2023-03-01,26.9851,420.99
2023-04-01,28.443,423.31
2023-05-01,30.6302,424.0
2023-06-01,30.84,423.68
2023-07-01,27.9508,421.83
2023-08-01,28.5984,419.68
2023-09-01,28.5667,418.51
2023-10-01,29.7478,418.82
2023-11-01,28.9413,420.46
2023-12-01,27.1179,421.86
2024-01-01,25.4243,422.8
2024-02-01,26.2009,424.55
2024-03-01,27.503,425.38
2024-04-01,29.124,426.51
2024-05-01,31.362,426.9
2024-06-01,30.4281,426.91
2024-07-01,28.2796,425.55
2024-08-01,28.8532,422.99
2024-09-01,28.2467,422.03
2024-10-01,30.0043,422.38
2024-11-01,27.8705,423.85
2024-12-01,26.4449,425.4
