time,temperature_c,co2_ppm
2006-10-01,10.215676,379.33
2006-11-01,6.9357367,380.35
2006-12-01,2.1749847,382.02
2007-01-01,-1.2432938,383.1
2007-02-01,-7.239867,384.12
2007-03-01,6.521969,384.81
2007-04-01,8.666138,386.73
2007-05-01,17.954105,386.78
2007-06-01,22.161634,386.33
2007-07-01,23.189514,384.73
2007-08-01,24.032215,382.24
2007-09-01,20.563148,381.2
2007-10-01,15.523785,381.37
2007-11-01,4.58364,382.7
2007-12-01,-1.4978945,384.19
2008-01-01,-4.0392876,385.78
2008-02-01,-4.1796494,386.06
2008-03-01,2.1868317,386.28
2008-04-01,10.190236,387.33
2008-05-01,13.46627,388.78
2008-06-01,21.939312,387.99
2008-07-01,23.584208,386.61
2008-08-01,22.565237,384.32
2008-09-01,19.362844,383.41
2008-10-01,11.906554,383.22
2008-11-01,4.3971143,384.41
2008-12-01,-4.0259814,385.79
2009-01-01,-8.300808,387.17
2009-02-01,-1.3501844,387.7
2009-03-01,4.850517,389.04
2009-04-01,8.92777,389.76
2009-05-01,15.770285,390.36
2009-06-01,20.178873,389.7
2009-07-01,21.158916,388.24
2009-08-01,21.53407,386.29
2009-09-01,18.53259,384.95
2009-10-01,9.708025,384.64
2009-11-01,7.7895794,386.23
2009-12-01,-2.3984587,387.63
2010-01-01,-5.1990166,388.91
2010-02-01,-2.6010892,390.41
2010-03-01,5.6630588,391.37
2010-04-01,12.990411,392.67
2010-05-01,16.79859,393.21
2010-06-01,21.990095,392.38
2010-07-01,25.423632,390.41
2010-08-01,24.838097,388.54
2010-09-01,18.724194,387.03
2010-10-01,13.357035,387.43
2010-11-01,5.8196306,388.87
2010-12-01,-4.5324707,389.99
2011-01-01,-5.4964786,391.5
2011-02-01,-2.5516517,392.05
2011-03-01,3.142818,392.8
2011-04-01,9.385608,393.44
2011-05-01,15.062248,394.41
2011-06-01,21.28648,393.95
2011-07-01,26.23186,392.72
2011-08-01,23.241796,390.33
2011-09-01,16.928907,389.28
2011-10-01,12.58155,389.19
2011-11-01,7.3317337,390.48
2011-12-01,1.9773806,392.06
2012-01-01,-0.8348895,393.31
2012-02-01,0.51197076,394.04
2012-03-01,11.972223,394.59
2012-04-01,10.301305,396.38
2012-05-01,18.293736,396.93
2012-06-01,22.744617,395.91
2012-07-01,27.131071,394.56
2012-08-01,22.933664,392.59
2012-09-01,17.998022,391.32
2012-10-01,11.161257,391.27
2012-11-01,5.0525346,393.2
2012-12-01,2.6874838,394.57
2013-01-01,-2.6338048,395.78
2013-02-01,-2.632225,397.03
2013-03-01,0.6115155,397.66
2013-04-01,8.576242,398.64
2013-05-01,16.43178,400.02
2013-06-01,20.391174,398.81
2013-07-01,22.965042,397.51
2013-08-01,22.67985,395.39
2013-09-01,19.605232,393.72
2013-10-01,12.003716,393.9
2013-11-01,3.3471606,395.36
2013-12-01,-4.3043604,397.03
2014-01-01,-8.479592,398.04
2014-02-01,-7.9312935,398.27
2014-03-01,-0.0638416,399.91
2014-04-01,9.506042,401.51
2014-05-01,16.261572,401.96
2014-06-01,21.861946,401.43
2014-07-01,21.444153,399.27
2014-08-01,23.205408,397.18
2014-09-01,17.987093,395.54
2014-10-01,11.734349,396.16
2014-11-01,1.7292892,397.4
2014-12-01,0.8091875,399.08
2015-01-01,-4.600681,400.18
2015-02-01,-8.633194,400.55
2015-03-01,2.4162726,401.74
2015-04-01,10.299884,403.35
2015-05-01,16.48136,404.15
2015-06-01,20.184872,402.97
2015-07-01,22.808125,401.46
2015-08-01,22.318277,399.11
2015-09-01,20.940449,397.82
2015-10-01,12.899405,398.49
2015-11-01,7.6989136,400.27
2015-12-01,4.594491,402.06
2016-01-01,-3.125008,402.73
2016-02-01,-0.27783307,404.25
2016-03-01,6.919725,405.06
2016-04-01,9.360623,407.6
2016-05-01,15.748899,407.9
2016-06-01,22.281145,406.99
2016-07-01,24.24344,404.59
2016-08-01,24.546272,402.45
2016-09-01,21.32394,401.23
2016-10-01,14.305516,401.79
2016-11-01,8.5355835,403.72
2016-12-01,-3.2011464,404.64
2017-01-01,-1.1570045,406.36
2017-02-01,3.7657554,406.66
2017-03-01,4.1290646,407.54
2017-04-01,12.0933695,409.22
2017-05-01,14.397505,409.89
2017-06-01,22.378399,409.08
2017-07-01,23.474936,407.33
2017-08-01,21.905455,405.32
2017-09-01,21.066174,403.57
2017-10-01,14.469178,403.82
2017-11-01,4.5568132,405.31
2017-12-01,-2.249409,407.0
2018-01-01,-3.865427,408.15
2018-02-01,-1.389508,408.52
2018-03-01,2.9820933,409.59
2018-04-01,5.342372,410.45
2018-05-01,19.283077,411.44
2018-06-01,22.26364,410.99
2018-07-01,24.504293,408.9
2018-08-01,24.733269,407.16
2018-09-01,20.769892,405.71
2018-10-01,11.596364,406.19
2018-11-01,1.5694021,408.21
2018-12-01,1.1654483,409.27
2019-01-01,-5.4492126,411.03
2019-02-01,-2.7938135,411.96
2019-03-01,1.7241256,412.18
2019-04-01,10.130195,413.54
2019-05-01,14.809765,414.86
2019-06-01,20.057024,414.15
2019-07-01,25.10124,411.96
2019-08-01,22.695698,410.17
2019-09-01,21.155664,408.76
2019-10-01,11.157432,408.74
2019-11-01,1.9953855,410.47
2019-12-01,1.4749404,411.97
2020-01-01,-0.5288576,413.59
2020-02-01,-1.3999809,414.32
2020-03-01,5.5353127,414.72
2020-04-01,8.62933,416.42
2020-05-01,15.016027,417.28
2020-06-01,22.808123,416.58
2020-07-01,25.133345,414.58
2020-08-01,23.357971,412.75
2020-09-01,18.106066,411.5
2020-10-01,10.117584,411.49
2020-11-01,7.7556424,413.1
2020-12-01,-0.067562416,414.23
2021-01-01,-2.1224914,415.49
2021-02-01,-7.448163,416.72
2021-03-01,6.3024507,417.61
2021-04-01,10.474592,419.01
2021-05-01,15.090483,419.09
2021-06-01,23.074785,418.93
2021-07-01,23.125185,416.9
2021-08-01,24.324718,414.42
2021-09-01,20.727657,413.26
2021-10-01,15.1051035,413.9
2021-11-01,4.082102,414.97
2021-12-01,2.9671412,416.67
2022-01-01,-6.6973763,418.13
2022-02-01,-2.74079,419.24
2022-03-01,4.7159047,418.76
2022-04-01,8.596986,420.19
2022-05-01,17.562506,420.97
2022-06-01,22.212322,420.94
2022-07-01,23.688097,418.85
2022-08-01,23.042015,417.15
2022-09-01,19.201847,415.91
2022-10-01,11.692055,415.74
2022-11-01,5.662435,417.47
2022-12-01,-1.8999506,418.99
2023-01-01,-0.11460741,419.47
2023-02-01,0.69647986,420.31
2023-03-01,3.4088466,420.99
2023-04-01,10.405082,423.31
2023-05-01,16.358929,424.0
2023-06-01,20.82647,423.68
2023-07-01,23.123783,421.83
2023-08-01,22.339289,419.68
2023-09-01,19.638489,418.51
2023-10-01,12.570208,418.82
2023-11-01,5.3338785,420.46
2023-12-01,3.6992376,421.86
2024-01-01,-3.3958972,422.8
2024-02-01,3.7444477,424.55
2024-03-01,6.5316916,425.38
2024-04-01,11.155618,426.51
2024-05-01,18.007572,426.9
2024-06-01,23.138723,426.91
2024-07-01,23.362036,425.55
2024-08-01,23.143572,422.99
2024-09-01,20.701414,422.03
2024-10-01,14.593711,422.38
2024-11-01,7.6100674,423.85
2024-12-01,-0.025017623,425.4
