time,temperature_c,co2_ppm
2010-09-01,20.8101,387.03
2010-10-01,13.49,387.43
2010-11-01,7.53,388.87
2010-12-01,-0.26,389.99
2011-01-01,-2.4167,391.5
2011-02-01,1.1874,392.05
2011-03-01,5.2082,392.8
2011-04-01,11.925,393.44
2011-05-01,17.6627,394.41
2011-06-01,22.0892,393.95
2011-07-01,25.8726,392.72
2011-08-01,23.4181,390.33
2011-09-01,20.6414,389.28
2011-10-01,13.3879,389.19
2011-11-01,9.5963,390.48
2011-12-01,4.9332,392.06
2012-01-01,1.9997,393.31
2012-02-01,4.1065,394.04
2012-03-01,10.2002,394.59
2012-04-01,11.6243,396.38
2012-05-01,18.5326,396.93
2012-06-01,21.245,395.91
2012-07-01,25.6805,394.56
2012-08-01,23.9939,392.59
2012-09-01,19.6262,391.32
2012-10-01,13.8776,391.27
2012-11-01,5.6612,393.2
2012-12-01,4.67,394.57
2013-01-01,1.1562,395.78
2013-02-01,0.6425,397.03
2013-03-01,4.0579,397.66
2013-04-01,10.9154,398.64
2013-05-01,16.2747,400.02
2013-06-01,21.8704,398.81
2013-07-01,25.7449,397.51
2013-08-01,22.3067,395.39
2013-09-01,18.4312,393.72
2013-10-01,14.2052,393.9
2013-11-01,6.2323,395.36
2013-12-01,2.0837,397.03
2014-01-01,-3.0977,398.04
2014-02-01,-1.5315,398.27
2014-03-01,1.6781,399.91
2014-04-01,10.2619,401.51
2014-05-01,16.7643,401.96
2014-06-01,21.5239,401.43
2014-07-01,23.5919,399.27
2014-08-01,21.9542,397.18
2014-09-01,19.6217,395.54
2014-10-01,14.2287,396.16
2014-11-01,5.8964,397.4
2014-12-01,3.9734,399.08
2015-01-01,-2.5447,400.18
2015-02-01,-5.8384,400.55
2015-03-01,2.0752,401.74
2015-04-01,10.6738,403.35
2015-05-01,19.0965,404.15
2015-06-01,21.2608,402.97
2015-07-01,24.2553,401.46
2015-08-01,23.9859,399.11
2015-09-01,22.0132,397.82
2015-10-01,12.8171,398.49
2015-11-01,10.2275,400.27
2015-12-01,8.8831,402.06
2016-01-01,0.9371,402.73
2016-02-01,2.5385,404.25
2016-03-01,8.6134,405.06
2016-04-01,10.3222,407.6
2016-05-01,16.0694,407.9
2016-06-01,21.5574,406.99
2016-07-01,25.4303,404.59
2016-08-01,25.3382,402.45
2016-09-01,21.4302,401.23
2016-10-01,14.1363,401.79
2016-11-01,8.7439,403.72
2016-12-01,2.8296,404.64
2017-01-01,2.8584,406.36
2017-02-01,4.9056,406.66
2017-03-01,3.6762,407.54
2017-04-01,13.5853,409.22
2017-05-01,15.6962,409.89
2017-06-01,21.7458,409.08
2017-07-01,24.4543,407.33
2017-08-01,22.4745,405.32
2017-09-01,20.5891,403.57
2017-10-01,16.2169,403.82
2017-11-01,7.1429,405.31
2017-12-01,0.7999,407.0
2018-01-01,-1.2952,408.15
2018-02-01,4.2333,408.52
2018-03-01,3.9648,409.59
2018-04-01,8.537,410.45
2018-05-01,18.7073,411.44
2018-06-01,21.2946,410.99
2018-07-01,24.9832,408.9
2018-08-01,25.2521,407.16
2018-09-01,21.3905,405.71
2018-10-01,13.5308,406.19
2018-11-01,5.7658,408.21
2018-12-01,3.4296,409.27
2019-01-01,-0.4742,411.03
2019-02-01,1.7137,411.96
2019-03-01,4.2698,412.18
2019-04-01,12.3599,413.54
2019-05-01,16.9492,414.86
2019-06-01,21.3271,414.15
2019-07-01,25.8595,411.96
2019-08-01,23.701,410.17
2019-09-01,20.384,408.76
2019-10-01,14.3504,408.74
2019-11-01,5.3199,410.47
2019-12-01,2.4776,411.97
2020-01-01,2.9456,413.59
2020-02-01,3.631,414.32
2020-03-01,7.9595,414.72
2020-04-01,9.2258,416.42
2020-05-01,15.2205,417.28
2020-06-01,22.126,416.58
2020-07-01,26.4506,414.58
2020-08-01,24.5348,412.75
2020-09-01,19.4995,411.5
2020-10-01,13.8794,411.49
2020-11-01,9.7392,413.1
2020-12-01,3.0358,414.23
2021-01-01,1.0408,415.49
2021-02-01,0.0327,416.72
2021-03-01,6.7057,417.61
2021-04-01,11.5537,419.01
2021-05-01,16.2943,419.09
2021-06-01,22.6742,418.93
2021-07-01,24.4729,416.9
2021-08-01,24.9828,414.42
2021-09-01,20.6618,413.26
2021-10-01,16.4321,413.9
2021-11-01,6.8982,414.97
2021-12-01,5.6729,416.67
2022-01-01,-2.0103,418.13
2022-02-01,1.675,419.24
2022-03-01,6.5539,418.76
2022-04-01,10.6744,420.19
2022-05-01,17.7253,420.97
2022-06-01,21.4775,420.94
2022-07-01,25.7322,418.85
2022-08-01,25.5288,417.15
2022-09-01,20.0399,415.91
2022-10-01,12.6476,415.74
2022-11-01,9.117,417.47
2022-12-01,2.4083,418.99
2023-01-01,5.2233,419.47
2023-02-01,4.009,420.31
2023-03-01,5.8289,420.99
2023-04-01,13.2243,423.31
2023-05-01,15.5364,424.0
2023-06-01,20.465,423.68
2023-07-01,25.482,421.83
2023-08-01,23.1296,419.68
2023-09-01,20.4104,418.51
2023-10-01,15.0603,418.82
2023-11-01,6.66,420.46
2023-12-01,5.7429,421.86
2024-01-01,1.7993,422.8
2024-02-01,4.0759,424.55
2024-03-01,7.9405,425.38
2024-04-01,11.7177,426.51
2024-05-01,18.112,426.9
2024-06-01,23.3656,426.91
2024-07-01,25.9359,425.55
2024-08-01,23.572,422.99
2024-09-01,19.9342,422.03
2024-10-01,14.473,422.38
2024-11-01,9.7142,423.85
2024-12-01,2.0386,425.4
