City,Regime,SI,CV,AnnualMean_mm
Corpus Christi,Monsoon,0.695664348329259,0.2137317192297501,3.114157
New Delhi,Monsoon,3.359430577232217,1.1715910484772476,62.86525547717
Chicago,Temperate,0.8449707390717917,0.3101308160603234,81.46908509000001
San Francisco,Temperate,2.8766931719422884,0.9957755543343956,43.88581843194667
